id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
38,Cochem,4122500,3007500,27025,Moselle,Moselle,Rhine,DE,-999.000,4111,1562.100,1829.200,2486.600,2921.900,3339.400,3879.800,4284.800,4688.300,5220.600,1,1.000,0.000,0.000,1.000,1.000,1.000
39,Trunstadt,4372500,2982500,11950,Main,Main,Rhine,DE,-999.000,8711,405.100,466.200,616.500,716.000,811.500,935.100,1027.700,1119.900,1241.600,1,0.000,1.000,0.000,0.000,-999.000,0.000
40,Koeln,4107500,3092500,144150,Rhine,Rhine,Rhine,DE,-999.000,3511,5184.600,5765.400,7194.800,8141.200,9048.900,10224.000,11104.500,11981.800,13139.300,1,1.000,0.000,0.000,1.000,1.000,1.000
42,Kalkofen (Neu),4172500,3027500,5275,Lahn,Lahn,Rhine,DE,-999.000,5211,219.900,248.600,319.400,366.200,411.100,469.300,512.800,556.300,613.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
43,Wuerzburg,4317500,2967500,14125,Main,Main,Rhine,DE,-999.000,8711,444.000,514.700,688.500,803.700,914.100,1057.000,1164.100,1270.800,1411.600,1,1.000,0.000,0.000,1.000,1.000,1.000
45,Worms,4202500,2947500,68950,Rhine,Rhine,Rhine,DE,-999.000,9111,3380.700,3625.200,4226.700,4625.100,5007.100,5501.700,5872.300,6241.500,6728.600,1,1.000,0.000,0.000,1.000,1.000,1.000
46,Emmerich,4057500,3197500,159550,Rhine,Rhine,Rhine,DE,-999.000,3311,5594.400,6249.000,7859.800,8926.200,9949.200,11273.400,12265.700,13254.300,14558.700,1,1.000,0.000,0.000,1.000,1.000,1.000
47,Ruhrort,4092500,3157500,152875,Rhine,Rhine,Rhine,DE,-999.000,3311,5436.900,6070.200,7628.600,8660.500,9650.200,10931.400,11891.400,12847.900,14109.900,1,1.000,0.000,0.000,1.000,1.000,1.000
48,Rees,4067500,3192500,159400,Rhine,Rhine,Rhine,DE,-999.000,3311,5592.600,6246.800,7856.800,8922.700,9945.200,11268.700,12260.400,13248.600,14552.200,1,1.000,0.000,0.000,1.000,1.000,1.000
49,Mainz,4197500,2987500,98300,Rhine,Rhine,Rhine,DE,-999.000,7111,3843.500,4135.600,4854.600,5330.600,5787.200,6378.200,6821.100,7262.400,7844.600,1,1.000,0.000,0.000,1.000,1.000,1.000
50,Koblenz,4147500,3027500,109850,Rhine,Rhine,Rhine,DE,-999.000,5111,4018.700,4358.200,5193.600,5746.800,6277.400,6964.200,7478.900,7991.700,8668.200,1,1.000,0.000,0.000,1.000,1.000,1.000
51,St.Arnual,4102500,2902500,3900,Moselle,Saar,Rhine,DE,-999.000,4211,241.300,284.600,391.300,461.900,529.700,617.300,683.100,748.500,834.900,0,0.000,0.000,1.000,-999.000,0.000,0.000
52,Kehl-Kronenhof,4157500,2832500,39525,Rhine,Rhine,Rhine,DE,-999.000,11711,2531.800,2765.400,3340.200,3720.800,4085.900,4558.400,4912.600,5265.400,5730.900,1,1.000,0.000,0.000,1.000,1.000,1.000
53,Diez Hafen,4182500,3032500,4900,Lahn,Lahn,Rhine,DE,-999.000,5211,214.100,242.000,310.600,356.000,399.500,455.900,498.200,540.200,595.800,0,0.000,0.000,1.000,-999.000,0.000,0.000
54,Wesel,4087500,3172500,154150,Rhine,Rhine,Rhine,DE,-999.000,3311,5470.600,6106.300,7670.800,8706.500,9700.100,10986.100,11949.900,12910.100,14176.900,1,1.000,0.000,0.000,1.000,1.000,1.000
57,Andernach,4132500,3042500,139600,Rhine,Rhine,Rhine,DE,-999.000,3711,5088.600,5652.300,7039.600,7958.100,8839.200,9979.600,10834.200,11685.700,12809.100,1,1.000,0.000,0.000,1.000,1.000,1.000
58,Düsseldorf,4092500,3127500,147750,Rhine,Rhine,Rhine,DE,-999.000,3511,5250.500,5842.300,7298.800,8263.200,9188.200,10385.500,11282.700,12176.700,13356.100,1,1.000,0.000,0.000,1.000,1.000,1.000
59,Steinbach,4297500,2992500,17925,Main,Main,Rhine,DE,-999.000,8511,555.700,649.300,879.500,1031.900,1178.100,1367.400,1509.200,1650.500,1837.000,1,0.000,1.000,0.000,0.000,-999.000,0.000
60,Fremersdorf,4077500,2932500,7025,Moselle,Saar,Rhine,DE,-999.000,4211,414.600,479.400,639.100,744.800,846.200,977.500,1075.800,1173.800,1303.100,0,0.000,0.000,1.000,-999.000,0.000,0.000
62,Bonn,4117500,3072500,140775,Rhine,Rhine,Rhine,DE,-999.000,3511,5100.900,5666.500,7058.500,7980.100,8864.100,10008.400,10865.900,11720.200,12847.300,1,1.000,0.000,0.000,1.000,1.000,1.000
63,Speyer,4212500,2917500,53250,Rhine,Rhine,Rhine,DE,-999.000,11111,2876.600,3116.900,3708.100,4099.600,4475.100,4961.100,5325.300,5688.200,6167.000,1,1.000,0.000,0.000,1.000,1.000,1.000
64,Heidelberg UP,4227500,2922500,13900,Neckar,Neckar,Rhine,DE,-999.000,10111,743.000,840.700,1081.400,1240.700,1393.600,1591.400,1739.700,1887.400,2082.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
67,Breisach,4142500,2777500,37575,Rhine,Rhine,Rhine,DE,-999.000,11711,2486.100,2716.800,3284.500,3660.400,4020.900,4487.600,4837.300,5185.700,5645.400,1,1.000,0.000,0.000,1.000,1.000,1.000
68,Rheinweiler,4137500,2737500,36650,Rhine,Rhine,Rhine,DE,-999.000,11711,2462.100,2692.700,3260.100,3635.800,3996.200,4462.700,4812.200,5160.500,5620.000,1,1.000,0.000,0.000,1.000,1.000,1.000
109,Bollendorf,4062500,2972500,3250,Moselle,Sauer,Rhine,DE,-999.000,4411,254.700,309.800,445.500,535.400,621.600,733.200,816.800,900.100,1010.000,1,1.000,0.000,0.000,1.000,1.000,1.000
110,Boos,4157500,2967500,2850,Nahe,Nahe,Rhine,DE,-999.000,6111,230.400,282.000,409.200,493.400,574.100,678.700,757.000,835.100,938.000,0,0.000,0.000,1.000,-999.000,0.000,0.000
111,Dietersheim,4172500,2982500,4025,Nahe,Nahe,Rhine,DE,-999.000,6111,254.900,314.800,462.300,560.000,653.700,775.000,865.800,956.400,1075.800,0,0.000,0.000,1.000,-999.000,0.000,0.000
112,Grolsheim,4172500,2977500,4000,Nahe,Nahe,Rhine,DE,-999.000,6111,255.600,315.500,462.900,560.500,654.200,775.400,866.200,956.700,1076.100,0,0.000,0.000,1.000,-999.000,0.000,0.000
113,Martinstein,4142500,2967500,1525,Nahe,Nahe,Rhine,DE,-999.000,6311,162.900,198.500,286.400,344.500,400.300,472.400,526.500,580.400,651.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
114,Odenbach,4152500,2952500,1075,Nahe,Glan,Rhine,DE,-999.000,6211,75.100,91.600,132.400,159.300,185.200,218.600,243.700,268.700,301.700,0,0.000,0.000,1.000,-999.000,0.000,0.000
117,Bad Vilbel,4232500,3007500,1575,Main,Nidda,Rhine,DE,-999.000,8211,41.000,47.000,61.700,71.400,80.700,92.800,101.900,110.900,122.800,3,2.000,1.000,0.000,0.667,1.000,0.800
118,Hanau,4247500,3002500,900,Main,Kinzig,Rhine,DE,-999.000,8411,43.300,50.400,68.000,79.600,90.800,105.200,116.000,126.800,141.000,3,2.000,1.000,0.000,0.667,1.000,0.800
119,Ilbenstadt,4232500,3017500,1075,Main,Nidda,Rhine,DE,-999.000,8211,28.400,32.100,41.100,47.000,52.800,60.100,65.700,71.200,78.500,4,2.000,2.000,0.000,0.500,1.000,0.667
120,Marburg,4237500,3082500,1675,Lahn,Lahn,Rhine,DE,-999.000,5211,89.400,106.100,147.300,174.600,200.800,234.700,260.000,285.300,318.700,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
153,Lobith,4052500,3202500,159675,Rhine,Rhine,Rhine,NL,-999.000,3311,5597.200,6252.000,7863.400,8930.400,9953.800,11278.500,12271.200,13260.200,14565.100,1,1.000,0.000,0.000,1.000,1.000,1.000
154,Borgharen-Dorp,4022500,3097500,22050,Meuse,Meuse,Rhine,NL,-999.000,2331,1191.100,1378.600,1840.000,2145.400,2438.400,2817.700,3101.900,3385.100,3758.700,1,1.000,0.000,0.000,1.000,1.000,1.000
225,Gisingen,4292500,2677500,1300,Ill,Ill,Rhine,AT,-999.000,15611,145.900,166.500,217.300,250.900,283.100,324.900,356.100,387.300,428.400,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
226,Bangs,4282500,2677500,4650,Rhine,Rhine,Rhine,AT,-999.000,15711,508.100,563.600,700.300,790.900,877.700,990.100,1074.300,1158.200,1269.000,1,0.000,1.000,0.000,0.000,-999.000,0.000
227,Lustenau (Eisenbahnbrücke),4292500,2697500,6350,Rhine,Rhine,Rhine,AT,-999.000,15511,684.600,759.400,943.400,1065.200,1182.100,1333.300,1446.700,1559.600,1708.600,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
335,"Bern, Schönau",4132500,2647500,2975,Aare,Aare,Rhine,CH,-999.000,12711,314.300,362.500,480.900,559.400,634.600,732.000,805.000,877.700,973.700,0,0.000,0.000,1.000,-999.000,0.000,0.000
336,"Brügg, Aegerten",4117500,2672500,8300,Aare,Aare,Rhine,CH,-999.000,12511,645.700,723.100,913.700,1039.900,1160.900,1317.600,1435.000,1551.900,1706.300,1,1.000,0.000,1.000,1.000,0.500,0.667
337,Brugg,4182500,2707500,11550,Aare,Aare,Rhine,CH,-999.000,12511,806.900,900.500,1130.900,1283.400,1429.800,1619.200,1761.100,1902.500,2089.100,1,1.000,0.000,1.000,1.000,0.500,0.667
338,Murgenthal,4157500,2687500,9950,Aare,Aare,Rhine,CH,-999.000,12511,728.600,811.600,1016.000,1151.400,1281.200,1449.200,1575.100,1700.600,1866.100,1,1.000,0.000,1.000,1.000,0.500,0.667
339,Thun,4137500,2632500,2650,Aare,Aare,Rhine,CH,-999.000,12711,287.300,333.000,445.300,519.700,591.000,683.400,752.600,821.600,912.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
340,"Untersiggenthal, Stilli",4187500,2712500,17525,Aare,Aare,Rhine,CH,-999.000,12111,1373.600,1537.100,1939.500,2205.800,2461.300,2792.100,3039.900,3286.800,3612.600,1,1.000,0.000,1.000,1.000,0.500,0.667
343,Berlingen,4242500,2727500,11325,Rhine,Untersee,Rhine,CH,-999.000,15111,1078.400,1206.600,1522.000,1730.800,1931.200,2190.500,2384.800,2578.400,2833.800,1,0.000,1.000,0.000,0.000,-999.000,0.000
345,Fürstenau,4277500,2622500,1550,Hinterrhein,Hinterrhein,Rhine,CH,-999.000,15811,173.900,195.700,249.300,284.900,318.900,363.000,396.100,429.000,472.400,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
347,"Baden, Limmatpromenade",4192500,2707500,2425,Aare,Limmat,Rhine,CH,-999.000,12211,260.600,287.300,352.900,396.300,438.000,491.900,532.300,572.600,625.700,2,1.000,1.000,0.000,0.500,1.000,0.667
348,"Zuerich,Unterhard",4207500,2697500,2225,Aare,Limmat,Rhine,CH,-999.000,12211,227.900,252.500,313.200,353.400,391.900,441.700,479.100,516.300,565.400,2,1.000,1.000,0.000,0.500,1.000,0.667
349,"Weesen, Biäsche",4252500,2667500,1150,Rhine,Linth,Rhine,CH,-999.000,12221,118.400,130.500,160.300,180.000,199.000,223.500,241.800,260.100,284.200,1,1.000,0.000,0.000,1.000,1.000,1.000
350,"Luzern, Geissmattbrücke",4192500,2662500,2800,Aare,Reuss,Rhine,CH,-999.000,12411,343.200,381.000,473.900,535.400,594.500,670.900,728.100,785.200,860.400,3,2.000,1.000,0.000,0.667,1.000,0.800
351,Mellingen,4192500,2697500,3425,Aare,Reuss,Rhine,CH,-999.000,12411,373.000,420.100,536.000,612.700,686.300,781.600,853.000,924.100,1018.000,1,1.000,0.000,1.000,1.000,0.500,0.667
352,"Mühlau, Hünenberg",4197500,2677500,3250,Aare,Reuss,Rhine,CH,-999.000,12411,349.800,394.400,504.000,576.500,646.100,736.200,803.700,870.900,959.700,1,1.000,0.000,1.000,1.000,0.500,0.667
353,"Basel, Rheinhalle",4142500,2717500,35800,Rhine,Rhine,Rhine,CH,-999.000,11711,2425.500,2655.000,3219.700,3593.600,3952.300,4416.600,4764.500,5111.100,5568.400,1,1.000,0.000,0.000,1.000,1.000,1.000
354,"Diepoldsau, Rietbrücke",4292500,2692500,6275,Rhine,Rhine,Rhine,CH,-999.000,15511,676.600,751.000,934.000,1055.200,1171.500,1322.000,1434.700,1547.100,1695.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
355,Domat/Ems,4282500,2637500,3250,Rhine,Rhine,Rhine,CH,-999.000,15711,385.500,429.600,538.100,609.900,678.800,768.000,834.900,901.500,989.300,1,0.000,1.000,0.000,0.000,-999.000,0.000
356,"Neuhausen, Flurlingerbrücke",4217500,2727500,11775,Rhine,Rhine,Rhine,CH,-999.000,15111,623.300,679.300,817.200,908.500,996.100,1109.400,1194.400,1279.000,1390.700,0,0.000,0.000,2.000,-999.000,0.000,0.000
357,Rekingen,4192500,2722500,14625,Rhine,Rhine,Rhine,CH,-999.000,13111,890.600,965.300,1149.300,1271.100,1388.000,1539.200,1652.600,1765.500,1914.500,1,0.000,1.000,2.000,0.000,0.000,0.000
358,Rheinfelden (Messstation),4152500,2717500,34350,Rhine,Rhine,Rhine,CH,-999.000,11711,2346.200,2562.100,3093.300,3445.000,3782.300,4219.000,4546.200,4872.300,5302.400,1,1.000,0.000,0.000,1.000,1.000,1.000
359,Laupen,4112500,2647500,1925,Aare,Saane,Rhine,CH,-999.000,12611,200.500,224.600,283.800,323.000,360.700,409.400,445.800,482.200,530.200,1,1.000,0.000,0.000,1.000,1.000,1.000
361,Andelfingen,4227500,2722500,1750,Thur,Thur,Rhine,CH,-999.000,14111,356.500,407.600,533.500,616.800,696.800,800.300,877.800,955.100,1057.000,1,0.000,1.000,0.000,0.000,-999.000,0.000
362,Halden,4262500,2707500,1125,Thur,Thur,Rhine,CH,-999.000,14111,333.600,385.400,512.900,597.300,678.300,783.100,861.600,939.800,1043.100,1,0.000,1.000,0.000,0.000,-999.000,0.000
459,Bad Kissingen,4327500,3017500,1575,Main,Franconian Saale,Rhine,DE,-999.000,8611,59.200,70.400,98.100,116.400,134.000,156.800,173.800,190.800,213.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
468,Hüttendorf,4392500,2932500,3875,Main,Regnitz,Rhine,DE,-999.000,8831,116.200,129.900,163.700,186.000,207.500,235.200,256.000,276.700,304.100,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
472,Kemmern,4382500,2987500,4150,Main,Main,Rhine,DE,-999.000,8911,200.000,229.100,300.800,348.300,393.800,452.800,497.000,541.000,599.000,1,0.000,1.000,0.000,0.000,-999.000,0.000
476,Mainleus,4417500,2997500,1175,Main,Main,Rhine,DE,-999.000,8911,70.700,82.200,110.600,129.400,147.400,170.700,188.200,205.600,228.600,1,0.000,1.000,1.000,0.000,0.000,0.000
478,Neumühle,4392500,2922500,1825,Main,Rednitz,Rhine,DE,-999.000,8851,49.500,55.500,70.400,80.300,89.700,101.900,111.100,120.200,132.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
480,Nürnberg,4397500,2927500,1225,Main,Pegnitz,Rhine,DE,-999.000,8841,34.100,38.200,48.300,55.000,61.400,69.700,75.900,82.100,90.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
485,Salz,4337500,3022500,1025,Main,Franconian Saale,Rhine,DE,-999.000,8611,40.200,47.200,64.500,75.900,86.900,101.100,111.700,122.300,136.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
486,Schwürbitz,4402500,3007500,2500,Main,Main,Rhine,DE,-999.000,8911,155.800,177.200,229.800,264.700,298.100,341.400,373.800,406.100,448.800,1,0.000,1.000,0.000,0.000,-999.000,0.000
490,Wolfsmünster,4302500,2997500,2125,Main,Franconian Saale,Rhine,DE,-999.000,8611,78.400,93.500,130.600,155.200,178.800,209.300,232.100,254.900,285.000,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
833,L'Ill à Ensisheim,4122500,2747500,975,Ill,Ill,Rhine,FR,-999.000,11411,84.300,96.500,126.700,146.700,165.800,190.600,209.200,227.700,252.100,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
919,Trunstadt,4377500,2977500,11925,Main,Main,Rhine,DE,-999.000,8711,405.700,466.500,616.200,715.300,810.400,933.400,1025.600,1117.500,1238.700,1,0.000,1.000,0.000,0.000,-999.000,0.000
920,Schweinfurt Neuer Hafen,4332500,2987500,12675,Main,Main,Rhine,DE,-999.000,8711,418.800,484.100,644.900,751.300,853.400,985.600,1084.600,1183.300,1313.500,1,0.000,1.000,0.000,0.000,-999.000,0.000
921,Würzburg,4317500,2962500,13925,Main,Main,Rhine,DE,-999.000,8711,439.400,509.400,681.500,795.500,904.800,1046.300,1152.400,1258.000,1397.400,1,1.000,0.000,0.000,1.000,1.000,1.000
922,Steinbach,4292500,2987500,18225,Main,Main,Rhine,DE,-999.000,8511,559.600,654.000,886.400,1040.300,1187.900,1378.900,1522.100,1664.700,1852.900,1,0.000,1.000,0.000,0.000,-999.000,0.000
924,Kleinheubach,4262500,2962500,21600,Main,Main,Rhine,DE,-999.000,8511,587.600,692.600,951.100,1122.300,1286.500,1499.000,1658.200,1816.900,2026.200,0,0.000,0.000,1.000,-999.000,0.000,0.000
928,Pettstadt,4392500,2967500,6975,Main,Regnitz,Rhine,DE,-999.000,8811,234.900,267.400,347.500,400.500,451.400,517.200,566.600,615.700,680.600,1,0.000,1.000,0.000,0.000,-999.000,0.000
930,Alken,4142500,3022500,27925,Moselle,Moselle,Rhine,DE,-999.000,4111,1567.400,1835.100,2493.900,2930.000,3348.400,3889.900,4295.700,4700.000,5233.500,1,1.000,0.000,0.000,1.000,1.000,1.000
931,Lauffen,4257500,2877500,7950,Neckar,Neckar,Rhine,DE,-999.000,10311,411.900,464.700,594.600,680.600,763.100,869.900,949.900,1029.700,1134.900,1,0.000,1.000,0.000,0.000,-999.000,0.000
932,Ziegelhausen AMS,4232500,2922500,13875,Neckar,Neckar,Rhine,DE,-999.000,10111,748.500,846.800,1088.800,1249.100,1402.800,1601.700,1750.800,1899.300,2095.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
933,Rockenau SKA,4247500,2927500,12975,Neckar,Neckar,Rhine,DE,-999.000,10111,728.000,823.400,1058.300,1213.700,1362.900,1555.900,1700.500,1844.700,2034.800,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
934,Hattingen,4127500,3147500,4225,Ruhr,Ruhr,Rhine,DE,-999.000,3411,316.300,358.300,461.500,529.900,595.500,680.300,743.900,807.300,890.900,1,0.000,1.000,0.000,0.000,-999.000,0.000
953,St. Pieter Noord,4017500,3082500,21075,Meuse,Meuse,Rhine,NL,-999.000,2331,1157.600,1341.100,1792.600,2091.600,2378.300,2749.500,3027.700,3304.800,3670.500,1,1.000,0.000,0.000,1.000,1.000,1.000
1356,Chooz,3942500,3012500,10225,Meuse,Meuse,Rhine,BE,-999.000,2731,602.600,698.700,935.200,1091.900,1242.100,1436.600,1582.300,1727.500,1919.000,1,1.000,0.000,0.000,1.000,1.000,1.000
1357,Amay,3982500,3057500,16750,Meuse,Meuse,Rhine,BE,-999.000,2511,933.400,1094.000,1489.300,1750.900,2001.900,2326.800,2570.300,2812.900,3132.900,1,1.000,0.000,0.000,1.000,1.000,1.000
1358,Vise-Lixhe,4012500,3072500,20825,Meuse,Meuse,Rhine,BE,-999.000,2331,1151.100,1333.900,1784.000,2082.000,2367.800,2737.800,3015.100,3291.300,3655.800,1,1.000,0.000,0.000,1.000,1.000,1.000
1359,Angleur,4012500,3062500,3725,Meuse,Ourthe,Rhine,BE,-999.000,2411,295.300,334.000,429.200,492.200,552.700,630.900,689.600,748.000,825.100,1,1.000,0.000,0.000,1.000,1.000,1.000
1360,Salzinnes-Ronet,3947500,3052500,2900,Meuse,Sambre,Rhine,BE,-999.000,2611,148.300,175.900,243.600,288.500,331.600,387.300,429.100,470.700,525.600,1,0.000,1.000,0.000,0.000,-999.000,0.000
1970,TRIER UP,4077500,2962500,23650,Moselle,Moselle,Rhine,DE,-999.000,4131,1391.900,1604.900,2129.100,2476.200,2809.100,3240.000,3562.900,3884.600,4309.100,1,1.000,0.000,0.000,1.000,1.000,1.000
1977,MEGEN DORP,4017500,3197500,29000,Meuse,Meuse,Rhine,NL,-999.000,2311,1397.900,1608.800,2128.100,2471.800,2801.600,3228.400,3548.300,3866.900,4287.400,1,1.000,0.000,0.000,1.000,1.000,1.000
2022,GOCH,4047500,3187500,1275,Meuse,Niers,Rhine,DE,-999.000,2321,42.900,49.600,66.300,77.300,87.900,101.600,111.800,122.100,135.500,3,1.000,2.000,0.000,0.333,1.000,0.500
2122,HAMOIR(TABREUX),4002500,3042500,1600,Meuse,Ourthe,Rhine,BE,-999.000,2451,122.300,142.800,193.200,226.600,258.600,300.100,331.100,362.100,402.900,1,1.000,0.000,0.000,1.000,1.000,1.000
2150,SCHWAIBACH,4172500,2807500,975,Kinzig,KINZIG (TRIB. RHEIN),Rhine,DE,-999.000,11611,135.200,153.100,197.200,226.300,254.300,290.500,317.600,344.600,380.300,0,0.000,0.000,1.000,-999.000,0.000,0.000
2151,STEIN,4267500,2902500,1950,Neckar,KOCHER,Rhine,DE,-999.000,10211,220.900,259.400,354.100,416.800,477.000,554.800,613.200,671.300,748.000,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
2153,RHEINFELDEN,4147500,2717500,34675,Rhine,Rhine,Rhine,DE,-999.000,11711,2361.900,2580.900,3120.000,3476.900,3819.300,4262.400,4594.500,4925.300,5361.900,1,1.000,0.000,0.000,1.000,1.000,1.000
2200,LITH,4012500,3197500,29175,Meuse,Meuse,Rhine,NL,-999.000,2311,1405.200,1616.500,2136.600,2481.000,2811.300,3238.900,3559.300,3878.600,4299.800,1,1.000,0.000,0.000,1.000,1.000,1.000
2201,VENLO,4042500,3182500,27025,Meuse,Meuse,Rhine,DE,-999.000,2331,1352.100,1562.200,2079.300,2421.600,2750.000,3175.100,3493.600,3811.000,4229.700,1,1.000,0.000,0.000,1.000,1.000,1.000
2203,RUNKAMPEN,4002500,3182500,875,Meuse,BRABANTSE AA,Rhine,NL,-999.000,2211,50.500,58.000,76.200,88.300,99.900,114.900,126.100,137.300,152.100,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
2205,VECHTERWEERD,4057500,3242500,3725,Ijssel,Vechte,Rhine,NL,-999.000,3211,206.500,251.900,363.700,437.700,508.700,600.600,669.400,738.000,828.600,1,0.000,1.000,0.000,0.000,-999.000,0.000
2560,"BASEL, SCHIFFLAENDE",4137500,2722500,36275,Rhine,Rhine,Rhine,CH,-999.000,11711,2451.300,2681.600,3248.300,3623.500,3983.500,4449.300,4798.400,5146.300,5605.200,1,1.000,0.000,0.000,1.000,1.000,1.000
2562,"JONSCHWIL, MUEHLAU",4252500,2697500,525,Thur,Thur,Rhine,CH,-999.000,14111,171.300,194.100,250.000,287.000,322.500,368.400,402.900,437.200,482.500,1,0.000,1.000,0.000,0.000,-999.000,0.000
2766,La Meuse à Verdun [Pont Chaussée],3982500,2912500,3400,Meuse,Meuse,Rhine,FR,-999.000,2791,238.800,273.700,359.400,416.100,470.600,541.000,593.800,646.400,715.900,1,1.000,0.000,0.000,1.000,1.000,1.000
2768,La Meuse à Chooz [Trou du Diable],3952500,3017500,10500,Meuse,Meuse,Rhine,FR,-999.000,2731,617.800,718.200,965.500,1129.300,1286.300,1489.600,1642.000,1793.700,1994.000,1,1.000,0.000,0.000,1.000,1.000,1.000
2929,laufermuehle,4387500,2957500,875,Main,Aisch,Rhine,DE,-999.000,8821,57.300,70.700,103.600,125.400,146.300,173.300,193.600,213.800,240.400,1,0.000,1.000,0.000,0.000,-999.000,0.000
2931,L Ill a Strasbourg [Chasseur Froid La Robertsau],4152500,2832500,4600,Ill,Ill,Rhine,FR,-999.000,11411,204.100,225.900,279.600,315.100,349.200,393.300,426.400,459.300,502.700,0,0.000,0.000,1.000,-999.000,0.000,0.000
2933,La Seille a Metz [pont Lothaire],4042500,2892500,1250,Moselle,Seille,Rhine,FR,-999.000,4541,60.600,75.100,110.700,134.300,157.000,186.300,208.200,230.100,259.000,0,0.000,0.000,1.000,-999.000,0.000,0.000
2938,L Orne a Rosselange,4037500,2912500,1225,Moselle,Orne,Rhine,FR,-999.000,4521,99.800,119.900,169.300,202.100,233.400,274.100,304.500,334.900,374.900,2,1.000,1.000,0.000,0.500,1.000,0.667
2944,La Semoy a Haulme,3952500,2987500,1350,Meuse,Semoy,Rhine,FR,-999.000,2761,153.300,182.100,252.800,299.600,344.500,402.600,446.100,489.500,546.800,2,2.000,0.000,0.000,1.000,1.000,1.000
2945,La Chiers a Carignan,3977500,2957500,1975,Meuse,Chiers,Rhine,FR,-999.000,2781,119.200,140.300,192.200,226.500,259.500,302.100,334.100,366.000,408.000,1,1.000,0.000,0.000,1.000,1.000,1.000
2946,La Moder a Schweighouse-sur-Moder [aval],4162500,2852500,750,Moder,Moder,Rhine,FR,-999.000,11211,32.400,43.200,69.900,87.500,104.400,126.300,142.700,159.000,180.600,1,0.000,1.000,1.000,0.000,0.000,0.000
