id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
91,Podrosche 3,4657500,3167500,2100,Neisse,Lusatian Neisse,Oder,DE,2.000,4111,75.300,95.300,144.500,177.200,208.400,248.900,279.300,309.500,349.400,0,0.000,0.000,0.000,,,
92,Sprey,4637500,3152500,1650,Havel,Spree,Elbe,DE,3.000,2221,32.100,39.100,56.300,67.700,78.700,92.800,103.500,114.000,128.000,0,0.000,0.000,0.000,,,
93,Spreewitz,4632500,3162500,2100,Havel,Spree,Elbe,DE,3.000,2211,40.500,49.400,71.300,85.800,99.800,117.800,131.300,144.700,162.500,0,0.000,0.000,0.000,,,
94,Goerlitz,4672500,3127500,1600,Neisse,Lusatian Neisse,Oder,DE,2.000,4111,73.600,93.400,142.300,174.700,205.800,246.000,276.100,306.100,345.700,1,0.000,1.000,0.000,0.000,,0.000
95,Gornja Radgona,4772500,2642500,10200,Drava,Mur,Danube,SI,,142111,533.900,630.500,868.200,1025.600,1176.500,1371.900,1518.300,1664.200,1856.600,0,0.000,0.000,0.000,,,
96,Ptuj,4767500,2612500,13750,Drava,Drava,Danube,SI,,143151,906.200,1063.800,1451.800,1708.600,1955.000,2273.900,2512.900,2751.000,3065.100,0,0.000,0.000,0.000,,,
97,Borl,4777500,2602500,14775,Drava,Drava,Danube,SI,,143131,925.600,1082.400,1468.300,1723.800,1968.900,2286.200,2524.000,2760.800,3073.300,0,0.000,0.000,0.000,,,
98,Radovljica,4642500,2587500,900,Sava,Sava,Danube,SI,,109551,361.800,416.200,550.000,638.600,723.600,833.500,916.000,998.100,1106.400,0,0.000,0.000,0.000,,,
99,Medno,4667500,2567500,2125,Sava,Sava,Danube,SI,,109511,655.600,762.900,1027.100,1202.100,1369.900,1587.100,1749.800,1912.000,2126.000,0,0.000,0.000,0.000,,,
100,Å Entjakob,4672500,2562500,2150,Sava,Sava,Danube,SI,,109511,658.900,766.400,1030.800,1205.900,1373.900,1591.300,1754.300,1916.600,2130.700,0,0.000,0.000,0.000,,,
101,Hrastnik,4717500,2567500,5200,Sava,Sava,Danube,SI,,109311,874.100,1004.800,1326.400,1539.300,1743.500,2007.900,2206.000,2403.300,2663.700,0,0.000,0.000,0.000,,,
102,Jesenice na Dolenjskem,4767500,2542500,10675,Sava,Sava,Danube,SI,,109131,1379.100,1578.400,2068.800,2393.600,2705.100,3108.200,3410.400,3711.400,4108.600,0,0.000,0.000,0.000,,,
103,Moste,4667500,2557500,1825,Sava,Ljubljanica,Danube,SI,,109411,227.300,265.100,358.000,419.500,478.500,554.800,612.000,669.000,744.300,1,0.000,1.000,0.000,0.000,,0.000
104,Medlog,4722500,2582500,1000,Sava,Savinja,Danube,SI,,109211,241.500,283.500,386.700,455.100,520.700,605.600,669.200,732.500,816.200,0,0.000,0.000,0.000,,,
105,Laško,4727500,2572500,1675,Sava,Savinja,Danube,SI,,109211,331.900,400.600,569.600,681.500,788.900,927.800,1032.000,1135.700,1272.600,0,0.000,0.000,0.000,,,
106,Veliko Širje,4722500,2572500,1700,Sava,Savinja,Danube,SI,,109211,331.200,399.400,567.000,677.900,784.400,922.200,1025.400,1128.300,1264.000,0,0.000,0.000,0.000,,,
107,Podbočje,4747500,2547500,1875,Sava,Krka,Danube,SI,,109161,237.100,273.300,362.600,421.600,478.300,551.700,606.600,661.400,733.600,0,0.000,0.000,0.000,,,
108,Solkan,4602500,2542500,1550,Soca,Soca,Soca,SI,1.000,3,864.600,978.100,1257.400,1442.300,1619.600,1849.200,2021.300,2192.700,2418.800,0,0.000,0.000,0.000,,,
109,Bollendorf,4062500,2972500,3250,Moselle,Sauer,Rhine,DE,,4411,254.700,309.800,445.500,535.400,621.600,733.200,816.800,900.100,1010.000,1,1.000,0.000,0.000,1.000,1.000,1.000
110,Boos,4157500,2967500,2850,Nahe,Nahe,Rhine,DE,,6111,230.400,282.000,409.200,493.400,574.100,678.700,757.000,835.100,938.000,0,0.000,0.000,1.000,,0.000,0.000
111,Dietersheim,4172500,2982500,4025,Nahe,Nahe,Rhine,DE,,6111,254.900,314.800,462.300,560.000,653.700,775.000,865.800,956.400,1075.800,0,0.000,0.000,1.000,,0.000,0.000
112,Grolsheim,4172500,2977500,4000,Nahe,Nahe,Rhine,DE,,6111,255.600,315.500,462.900,560.500,654.200,775.400,866.200,956.700,1076.100,0,0.000,0.000,1.000,,0.000,0.000
113,Martinstein,4142500,2967500,1525,Nahe,Nahe,Rhine,DE,,6311,162.900,198.500,286.400,344.500,400.300,472.400,526.500,580.400,651.500,0,0.000,0.000,1.000,,0.000,0.000
114,Odenbach,4152500,2952500,1075,Nahe,Glan,Rhine,DE,,6211,75.100,91.600,132.400,159.300,185.200,218.600,243.700,268.700,301.700,0,0.000,0.000,1.000,,0.000,0.000
117,Bad Vilbel,4232500,3007500,1575,Main,Nidda,Rhine,DE,,8211,41.000,47.000,61.700,71.400,80.700,92.800,101.900,110.900,122.800,3,2.000,1.000,0.000,0.667,1.000,0.800
118,Hanau,4247500,3002500,900,Main,Kinzig,Rhine,DE,,8411,43.300,50.400,68.000,79.600,90.800,105.200,116.000,126.800,141.000,3,1.000,2.000,0.000,0.333,1.000,0.500
119,Ilbenstadt,4232500,3017500,1075,Main,Nidda,Rhine,DE,,8211,28.400,32.100,41.100,47.000,52.800,60.100,65.700,71.200,78.500,4,1.000,3.000,0.000,0.250,1.000,0.400
120,Marburg,4237500,3082500,1675,Lahn,Lahn,Rhine,DE,,5211,89.400,106.100,147.300,174.600,200.800,234.700,260.000,285.300,318.700,0,0.000,0.000,0.000,,,
122,Porttipahta,5022500,5062500,2100,Kitinen,Kitinen,Kemijoki,FI,2.000,81,136.600,157.600,209.200,243.300,276.100,318.500,350.300,382.000,423.800,0,0.000,0.000,0.000,,,
123,"Kitinen, Kokkosniva",5072500,4992500,6575,Kitinen,Kitinen,Kemijoki,FI,2.000,81,397.700,453.600,591.100,682.100,769.400,882.500,967.200,1051.600,1162.900,0,0.000,0.000,0.000,,,
124,Jumisko,5112500,4922500,1300,Jumiskonjoki,Jumiskonjoki,Kemijoki,FI,2.000,61,60.300,69.800,93.300,108.800,123.700,143.000,157.400,171.800,190.800,0,0.000,0.000,0.000,,,
125,Kemihaara,5092500,5002500,10325,"Kemijoki, headwaters",Kemijoki,Kemijoki,FI,1.000,91,571.900,680.700,948.500,1125.800,1295.800,1515.900,1680.900,1845.200,2062.000,0,0.000,0.000,0.000,,,
126,Seitakorva,5092500,4912500,28675,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI,1.000,51,1120.600,1303.600,1753.800,2051.800,2337.800,2707.800,2985.200,3261.500,3626.000,0,0.000,0.000,0.000,,,
127,Vanttauskoski,5062500,4897500,30300,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI,1.000,51,1141.300,1327.900,1787.200,2091.300,2383.000,2760.500,3043.400,3325.300,3697.200,0,0.000,0.000,0.000,,,
128,Vikajärvi  luusua,5037500,4917500,3150,Raudanjoki,Raudanjoki,Kemijoki,FI,2.000,41,119.000,140.900,195.000,230.700,265.000,309.400,342.700,375.900,419.600,0,0.000,0.000,0.000,,,
129,"Olkkajärvi, Permantokoski",5037500,4907500,3550,Raudanjoki,Raudanjoki,Kemijoki,FI,2.000,41,127.000,151.300,211.100,250.700,288.600,337.700,374.600,411.200,459.600,0,0.000,0.000,0.000,,,
130,"Ounasjoki, Köngäs",4947500,5047500,4625,Ounasjoki,Ounasjoki,Kemijoki,FI,2.000,23,292.200,337.600,449.400,523.400,594.300,686.200,755.000,823.600,914.100,0,0.000,0.000,0.000,,,
131,Unari  luusua,5002500,4967500,1175,Ounasjoki,Meltausjoki,Kemijoki,FI,3.000,22,44.700,50.900,66.300,76.500,86.300,98.900,108.400,117.900,130.300,0,0.000,0.000,0.000,,,
132,"Ounasjoki, Marraskoski",4997500,4932500,12900,Ounasjoki,Ounasjoki,Kemijoki,FI,2.000,21,686.000,784.900,1028.400,1189.500,1344.200,1544.300,1694.200,1843.700,2040.800,0,0.000,0.000,0.000,,,
133,Valajaskoski,5017500,4897500,49325,"Kemijoki, below Ounasjoki",Kemijoki,Kemijoki,FI,1.000,11,1923.900,2236.300,3005.000,3513.900,4002.100,4634.000,5107.600,5579.400,6201.900,0,0.000,0.000,0.000,,,
134,Isohaara,4987500,4817500,52475,"Kemijoki, below Ounasjoki",Kemijoki,Kemijoki,FI,1.000,11,1978.700,2305.100,3108.300,3640.000,4150.100,4810.300,5305.100,5798.100,6448.400,0,0.000,0.000,0.000,,,
135,"Muonionjoki, Kaaresuvanto",4832500,5082500,5875,Torne,Muonio,Torne,FI,2.000,4,266.700,297.900,374.500,425.300,474.000,537.000,584.300,631.300,693.400,1,0.000,1.000,0.000,0.000,,0.000
136,"Muonionjoki, Muonio",4887500,5042500,9250,Torne,Muonio,Torne,FI,2.000,4,380.900,420.800,518.900,584.000,646.300,727.000,787.500,847.800,927.300,0,0.000,0.000,0.000,,,
137,"Tengeliönjoki, Haapakoski",4937500,4867500,3000,Torne,Tengelionjoki,Torne,FI,2.000,2,102.900,116.300,149.300,171.200,192.100,219.300,239.600,259.900,286.600,1,0.000,1.000,0.000,0.000,,0.000
138,"Inarijoki, Karigasniemi",4942500,5212500,3050,Tana,Anarjohka,Tana,FI,2.000,4,159.700,185.300,248.400,290.200,330.200,382.100,420.900,459.600,510.700,0,0.000,0.000,0.000,,,
139,Onnelansuvanto,4972500,5282500,10650,Tana,Tana,Tana,FI,1.000,3,427.200,482.700,619.200,709.600,796.200,908.500,992.500,1076.300,1186.900,0,0.000,0.000,0.000,,,
140,"Utsjoki, Patoniva",4977500,5262500,1500,Tana,Utsjoki,Tana,FI,2.000,2,74.800,85.100,110.700,127.600,143.800,164.800,180.500,196.200,216.900,0,0.000,0.000,0.000,,,
141,Kettujoki,4992500,5172500,2250,Paatsjoki,Kettujoki,Paatsjoki,FI,2.000,4,67.400,76.100,97.400,111.500,125.100,142.600,155.800,168.900,186.100,0,0.000,0.000,0.000,,,
142,Juutuanjoki,4997500,5162500,5250,Paatsjoki,Juutuanjoki,Paatsjoki,FI,1.000,3,163.200,184.800,237.900,273.100,306.900,350.500,383.300,415.900,458.900,0,0.000,0.000,0.000,,,
143,"Ivalojoki, Pajakoski",5022500,5137500,3300,Paatsjoki,Ivalo,Paatsjoki,FI,2.000,2,257.100,303.500,417.700,493.300,565.800,659.700,730.100,800.100,892.600,0,0.000,0.000,0.000,,,
144,Kaitakoski,5062500,5187500,14575,Paatsjoki,Paatsjoki,Paatsjoki,FI,1.000,1,417.500,473.000,609.700,700.200,787.100,899.400,983.700,1067.600,1178.300,0,0.000,0.000,0.000,,,
145,Kallio 2,4907500,4957500,14450,Torne,Muonio,Torne,SE,2.000,4,621.000,704.800,911.200,1047.800,1178.800,1348.400,1475.500,1602.100,1769.200,0,0.000,0.000,0.000,,,
146,Pajala pumphus,4887500,4957500,16875,Torne,Torne,Torne,SE,1.000,5,586.000,665.500,861.300,990.900,1115.300,1276.200,1396.800,1517.000,1675.500,0,0.000,0.000,0.000,,,
147,Räktfors,4897500,4832500,17425,Kalix,Kalix,Kalix,SE,1.000,1,840.300,920.300,1117.200,1247.500,1372.600,1534.400,1655.700,1776.500,1935.900,0,0.000,0.000,0.000,,,
148,Granåker,4792500,4602500,11850,Vindel,Vindel,Umealven,SE,2.000,2,568.600,636.400,803.300,913.900,1019.900,1157.100,1259.900,1362.400,1497.600,0,0.000,0.000,0.000,,,
149,Sorsele2,4667500,4737500,6175,Vindel,Vindel,Umealven,SE,2.000,2,462.200,521.700,668.200,765.200,858.200,978.600,1068.900,1158.800,1277.400,0,0.000,0.000,4.000,,0.000,0.000
