id,name,X,Y,area,subcatchment,river,catchment,country
112,Grolsheim,4172500.0,2977500.0,4000.0,Nahe,Nahe,Rhine,DE
113,Martinstein,4142500.0,2967500.0,1525.0,Nahe,Nahe,Rhine,DE
114,Odenbach,4152500.0,2952500.0,1075.0,Nahe,Glan,Rhine,DE
117,Bad Vilbel,4232500.0,3007500.0,1575.0,Main,Nidda,Rhine,DE
118,Hanau,4247500.0,3002500.0,900.0,Main,Kinzig,Rhine,DE
119,Ilbenstadt,4232500.0,3017500.0,1075.0,Main,Nidda,Rhine,DE
120,Marburg,4237500.0,3082500.0,1675.0,Lahn,Lahn,Rhine,DE
122,Porttipahta,5022500.0,5062500.0,2100.0,Kitinen,Kitinen,Kemijoki,FI
123,"Kitinen, Kokkosniva",5072500.0,4992500.0,6575.0,Kitinen,Kitinen,Kemijoki,FI
124,Jumisko,5112500.0,4922500.0,1300.0,Jumiskonjoki,Jumiskonjoki,Kemijoki,FI
125,Kemihaara,5092500.0,5002500.0,10325.0,"Kemijoki, headwaters",Kemijoki,Kemijoki,FI
126,Seitakorva,5092500.0,4912500.0,28675.0,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI
127,Vanttauskoski,5062500.0,4897500.0,30300.0,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI
128,Vikajärvi  luusua,5037500.0,4917500.0,3150.0,Raudanjoki,Raudanjoki,Kemijoki,FI
129,"Olkkajärvi, Permantokoski",5037500.0,4907500.0,3550.0,Raudanjoki,Raudanjoki,Kemijoki,FI
130,"Ounasjoki, Köngäs",4947500.0,5047500.0,4625.0,Ounasjoki,Ounasjoki,Kemijoki,FI
131,Unari  luusua,5002500.0,4967500.0,1175.0,Ounasjoki,Meltausjoki,Kemijoki,FI
132,"Ounasjoki, Marraskoski",4997500.0,4932500.0,12900.0,Ounasjoki,Ounasjoki,Kemijoki,FI
133,Valajaskoski,5017500.0,4897500.0,49325.0,"Kemijoki, below Ounasjoki",Kemijoki,Kemijoki,FI
134,Isohaara,4987500.0,4817500.0,52475.0,"Kemijoki, below Ounasjoki",Kemijoki,Kemijoki,FI
135,"Muonionjoki, Kaaresuvanto",4832500.0,5082500.0,5875.0,Torne,Muonio,Torne,FI
136,"Muonionjoki, Muonio",4887500.0,5042500.0,9250.0,Torne,Muonio,Torne,FI
137,"Tengeliönjoki, Haapakoski",4937500.0,4867500.0,3000.0,Torne,Tengelionjoki,Torne,FI
138,"Inarijoki, Karigasniemi",4942500.0,5212500.0,3050.0,Tana,Anarjohka,Tana,FI
139,Onnelansuvanto,4972500.0,5282500.0,10650.0,Tana,Tana,Tana,FI
140,"Utsjoki, Patoniva",4977500.0,5262500.0,1500.0,Tana,Utsjoki,Tana,FI
141,Kettujoki,4992500.0,5172500.0,2250.0,Paatsjoki,Kettujoki,Paatsjoki,FI
142,Juutuanjoki,4997500.0,5162500.0,5250.0,Paatsjoki,Juutuanjoki,Paatsjoki,FI
143,"Ivalojoki, Pajakoski",5022500.0,5137500.0,3300.0,Paatsjoki,Ivalo,Paatsjoki,FI
144,Kaitakoski,5062500.0,5187500.0,14575.0,Paatsjoki,Paatsjoki,Paatsjoki,FI
145,Kallio 2,4907500.0,4957500.0,14450.0,Torne,Muonio,Torne,SE
146,Pajala pumphus,4887500.0,4957500.0,16875.0,Torne,Torne,Torne,SE
147,Räktfors,4897500.0,4832500.0,17425.0,Kalix,Kalix,Kalix,SE
148,Granåker,4792500.0,4602500.0,11850.0,Vindel,Vindel,Umealven,SE
149,Sorsele2,4667500.0,4737500.0,6175.0,Vindel,Vindel,Umealven,SE
150,Klein Badelmeusel,4642500.0,3187500.0,2650.0,Neisse,Lusatian Neisse,Oder,DE
151,Guben 2,4647500.0,3212500.0,4050.0,Neisse,Lusatian Neisse,Oder,DE
152,Sachsenhausen Sohlabsturz,4542500.0,3297500.0,2575.0,Havel,Havel,Elbe,DE
153,Lobith,4052500.0,3202500.0,159675.0,Rhine,Rhine,Rhine,NL
154,Borgharen-Dorp,4022500.0,3097500.0,22050.0,Meuse,Meuse,Rhine,NL
155,Fischerau / Ager,4602500.0,2777500.0,1225.0,Traun,Ager,Danube,AT
156,Achleiten / Donau,4582500.0,2837500.0,76825.0,Danube,Danube,Danube,AT
158,Kienstock,4727500.0,2827500.0,95975.0,Danube,Danube,Danube,AT
159,Korneuburg,4792500.0,2817500.0,101800.0,Danube,Danube,Danube,AT
160,Linz,4632500.0,2807500.0,79650.0,Danube,Danube,Danube,AT
161,Wildungsmauer,4832500.0,2802500.0,103800.0,Danube,Danube,Danube,AT
162,Ybbs,4692500.0,2797500.0,92525.0,Danube,Danube,Danube,AT
163,Amlach,4587500.0,2637500.0,4900.0,Drava,Drava,Danube,AT
164,Lavamünd Ort,4692500.0,2627500.0,11100.0,Drava,Drava,Danube,AT
165,Lienz-Peggetz,4532500.0,2637500.0,1975.0,Drava,Drava,Danube,AT
166,Oberdrauburg-OWF,4547500.0,2632500.0,2275.0,Drava,Drava,Danube,AT
167,Sachsenburg (Brücke),4577500.0,2637500.0,2650.0,Drava,Drava,Danube,AT
168,Admont (Enns),4662500.0,2727500.0,2650.0,Enns,Enns,Danube,AT
169,Steyr (Ortskai),4652500.0,2782500.0,5975.0,Enns,Enns,Danube,AT
170,Trautenfels,4622500.0,2717500.0,1450.0,Enns,Enns,Danube,AT
173,Federaun,4612500.0,2612500.0,1300.0,Drava,Gail,Danube,AT
175,Gumisch,4662500.0,2622500.0,2175.0,Drava,Gurk,Danube,AT
176,Launsdorf,4667500.0,2637500.0,1275.0,Drava,Gurk,Danube,AT
177,Mölbling,4662500.0,2642500.0,925.0,Drava,Gurk,Danube,AT
178,Brixlegg,4457500.0,2702500.0,8550.0,Inn,Inn,Danube,AT
179,Innsbruck (oberh. Sill),4422500.0,2682500.0,5850.0,Inn,Inn,Danube,AT
180,Jenbach-Rotholz,4452500.0,2697500.0,7300.0,Inn,Inn,Danube,AT
181,Kajetansbrücke,4357500.0,2642500.0,2125.0,Inn,Inn,Danube,AT
182,Kirchbichl-Bichlwang,4477500.0,2712500.0,9525.0,Inn,Inn,Danube,AT
183,Magerbach,4387500.0,2682500.0,5175.0,Inn,Inn,Danube,AT
184,Perjen,4362500.0,2672500.0,3650.0,Inn,Inn,Danube,AT
185,Prutz,4367500.0,2657500.0,2525.0,Inn,Inn,Danube,AT
186,Telfs (Fussgängersteg),4397500.0,2687500.0,5300.0,Inn,Inn,Danube,AT
187,Lienz,4527500.0,2642500.0,1200.0,Drava,Isel,Danube,AT
188,Stiefern,4737500.0,2847500.0,1450.0,Kamp,Kamp,Danube,AT
189,Lechaschau,4367500.0,2702500.0,1000.0,Lech,Lech,Danube,AT
190,Deutsch Brodersdorf (Straßenbrücke),4802500.0,2777500.0,1975.0,Leitha,Leitha,Danube,AT
191,Deutsch Haslau,4832500.0,2792500.0,2300.0,Leitha,Leitha,Danube,AT
192,Spittal (Fasan),4587500.0,2642500.0,1050.0,Drava,Lieser,Danube,AT
195,Kolbnitz a. d. Tauernbahn VHP,4567500.0,2647500.0,900.0,Drava,Moll,Danube,AT
196,Möllbrücke,4572500.0,2647500.0,1025.0,Drava,Moell,Danube,AT
197,Bruck un der Mur unter Mür,4717500.0,2712500.0,6325.0,Drava,Mur,Danube,AT
198,Gestüthof,4642500.0,2677500.0,1725.0,Drava,Mur,Danube,AT
199,Graz,4732500.0,2677500.0,7100.0,Drava,Mur,Danube,AT
200,Mellach,4742500.0,2662500.0,7275.0,Drava,Mur,Danube,AT
201,Mureck (Schreibpegel),4762500.0,2637500.0,9700.0,Drava,Mur,Danube,AT
202,St.Georgen ob Judenburt,4662500.0,2687500.0,2375.0,Drava,Mur,Danube,AT
203,Zeltweg,4677500.0,2687500.0,3000.0,Drava,Mur,Danube,AT
207,Siezenheim,4542500.0,2742500.0,950.0,Inn,Saalach,Danube,AT
208,Golling,4562500.0,2722500.0,3675.0,Inn,Salzach,Danube,AT
209,Oberndorf,4537500.0,2762500.0,6150.0,Inn,Salzach,Danube,AT
210,Salzburg,4552500.0,2747500.0,4625.0,Inn,Salzach,Danube,AT
211,Wallnerau,4552500.0,2692500.0,2275.0,Inn,Salzach,Danube,AT
212,Werfen,4562500.0,2707500.0,3050.0,Inn,Salzach,Danube,AT
213,Leibnitz,4742500.0,2642500.0,1125.0,Drava,Sulm,Danube,AT
214,Raabs an der Thaya,4722500.0,2872500.0,1375.0,Morava,Thaya,Danube,AT
215,Theresienthal,4602500.0,2762500.0,1425.0,Traun,Traun,Danube,AT
216,Wels-Lichtenegg,4612500.0,2782500.0,3425.0,Traun,Traun,Danube,AT
221,Greimpersdorf,4682500.0,2787500.0,1100.0,Ybbs,Ybbs,Danube,AT
223,Hart im Zillertal,4462500.0,2692500.0,1175.0,Inn,Ziller,Danube,AT
225,Gisingen,4292500.0,2677500.0,1300.0,Ill,Ill,Rhine,AT
226,Bangs,4282500.0,2677500.0,4650.0,Rhine,Rhine,Rhine,AT
227,Lustenau (Eisenbahnbrücke),4292500.0,2697500.0,6350.0,Rhine,Rhine,Rhine,AT
228,Bezdan,5002500.0,2577500.0,209100.0,Danube,Danube,Danube,RS
229,Banatska Palanka,5217500.0,2482500.0,564150.0,Danube,Danube,Danube,RS
230,Jasa Tomic,5167500.0,2547500.0,4550.0,Tamis,Tamis,Danube,RS
231,Kusic,5232500.0,2487500.0,1425.0,Danube,Nera,Danube,RS
232,Zajecar,5307500.0,2387500.0,2125.0,Danube,Beli Timok,Danube,RS
233,Cokonjar,5307500.0,2402500.0,3950.0,Danube,Veliki Timok,Danube,RS
234,Jamena,5032500.0,2457500.0,63375.0,Sava,Sava,Danube,RS
235,Sremaska Mitrovica,5072500.0,2477500.0,87100.0,Sava,Sava,Danube,RS
236,Radalj,5047500.0,2412500.0,17850.0,Sava,Drina,Danube,RS
237,Beli Brod,5132500.0,2417500.0,1825.0,Sava,Kolubara,Danube,RS
238,Varvarin,5237500.0,2357500.0,31400.0,Velika Morava,Velika Morava,Danube,RS
239,Bagrdan,5222500.0,2392500.0,33500.0,Velika Morava,Velika Morava,Danube,RS
240,Kratovska stena,5132500.0,2362500.0,3075.0,Velika Morava,Zapadna Morava,Danube,RS
241,Milocaj,5177500.0,2357500.0,4675.0,Velika Morava,Zapadna Morava,Danube,RS
242,Jasika,5232500.0,2347500.0,14600.0,Velika Morava,Zapadna Morava,Danube,RS
243,Vranjski Priboj,5307500.0,2247500.0,2825.0,Velika Morava,Juzna Morava,Danube,RS
244,Grdelica,5302500.0,2282500.0,3775.0,Velika Morava,Juzna Morava,Danube,RS
245,Korvingrad,5282500.0,2312500.0,9450.0,Velika Morava,Juzna Morava,Danube,RS
246,Mojsinje,5252500.0,2347500.0,15400.0,Velika Morava,Juzna Morava,Danube,RS
247,Doljevac,5277500.0,2307500.0,2075.0,Velika Morava,Toplica,Danube,RS
248,Pirot,5347500.0,2307500.0,1700.0,Danube,Nisava,Danube,RS
249,Nis,5287500.0,2322500.0,4050.0,Velika Morava,Nisava,Danube,RS
250,Novi Sad,5087500.0,2507500.0,256375.0,Danube,Danube,Danube,RS
251,Zemun,5142500.0,2472500.0,406800.0,Danube,Danube,Danube,RS
252,Novi Knezevac,5097500.0,2607500.0,140675.0,Tisa,Tisza,Danube,RS
253,Senta,5102500.0,2582500.0,141250.0,Tisa,Tisza,Danube,RS
254,N.Becej brana gv,5107500.0,2542500.0,147050.0,Tisa,Tisza,Danube,RS
255,Titel,5127500.0,2507500.0,149025.0,Tisa,Tisza,Danube,RS
256,Beograd,5147500.0,2467500.0,95300.0,Sava,Sava,Danube,RS
257,Lopatnica lakat,5172500.0,2347500.0,7825.0,Velika Morava,Ibar,Danube,RS
258,Knjazevac,5307500.0,2352500.0,1175.0,Danube,Beli Timok,Danube,RS
259,Drazevac,5127500.0,2442500.0,3650.0,Sava,Kolubara,Danube,RS
260,Apatin,5012500.0,2552500.0,211925.0,Danube,Danube,Danube,RS
261,Bogojevo,5032500.0,2532500.0,253300.0,Danube,Danube,Danube,RS
262,Smederevo,5187500.0,2462500.0,520500.0,Danube,Danube,Danube,RS
263,Markovicevo,5182500.0,2532500.0,1000.0,Tamis,Brzava,Danube,RS
264,Ljubicevski most,5197500.0,2457500.0,37650.0,Velika Morava,Velika Morava,Danube,RS
265,Sint-Joris-Weert,3942500.0,3092500.0,750.0,Scheldt,Dyle,Scheldt,BE
266,Diest,3972500.0,3107500.0,1950.0,Scheldt,Demer,Scheldt,BE
267,Lot,3917500.0,3087500.0,675.0,Scheldt,Dyle,Scheldt,BE
268,Overboelare,3887500.0,3087500.0,775.0,Scheldt,Dender,Scheldt,BE
269,Bossuit,3857500.0,3092500.0,5250.0,Scheldt,Scheldt,Scheldt,BE
270,Menen,3832500.0,3097500.0,3050.0,Scheldt,Leie,Scheldt,BE
271,Kopčany,4847500.0,2887500.0,9550.0,Morava,Morava,Danube,SK
272,Moravský Sv. Ján,4832500.0,2857500.0,24125.0,Morava,Morava,Danube,SK
273,Devín,4842500.0,2807500.0,131250.0,Danube,Danube,Danube,SK
274,Liptovský Mikuláš,5022500.0,2932500.0,1125.0,Vah,Vah,Danube,SK
275,Hubová,4997500.0,2927500.0,2100.0,Vah,Vah,Danube,SK
276,Dierová,4987500.0,2937500.0,2000.0,Vah,Orava,Danube,SK
277,Strečno,4967500.0,2932500.0,5475.0,Vah,Vah,Danube,SK
278,Šaľa,4912500.0,2807500.0,10675.0,Vah,Vah,Danube,SK
279,Nitrianska Streda,4922500.0,2862500.0,2025.0,Vah,Nitra,Danube,SK
280,Nové Zámky,4927500.0,2792500.0,3700.0,Vah,Nitra,Danube,SK
281,Komárno,4927500.0,2772500.0,150775.0,Danube,Danube,Danube,SK
282,Banská Bystrica,4992500.0,2887500.0,1825.0,Hron,Hron,Danube,SK
283,Brehy,4962500.0,2847500.0,3825.0,Hron,Hron,Danube,SK
284,Slovenské Ďarmoty,5012500.0,2817500.0,2750.0,Ipel,Ipel,Danube,SK
285,Lenártovce,5082500.0,2862500.0,1700.0,Tisa,Slana,Danube,SK
286,Vlkyňa,5077500.0,2852500.0,1325.0,Tisa,Rimava,Danube,SK
287,Chmelnica,5097500.0,2967500.0,1325.0,Dunajec,Poprad,Vistula,SK
288,Margecany,5122500.0,2927500.0,1050.0,Tisa,Hornad,Danube,SK
289,Košické Olšany,5152500.0,2907500.0,1200.0,Tisa,Torysa,Danube,SK
290,Humenné,5192500.0,2937500.0,1275.0,Tisa,Laborec,Danube,SK
291,Lekárovce,5222500.0,2902500.0,2050.0,Tisa,Uzh,Danube,SK
292,Veľké Kapušany,5212500.0,2892500.0,2350.0,Tisa,Latorica,Danube,SK
293,Hanušovce nad Toplou,5157500.0,2947500.0,1075.0,Tisa,Topla,Danube,SK
294,Streda nad Bodrogom,5187500.0,2877500.0,10750.0,Tisa,Bodrog,Danube,SK
295,Akslen,4237500.0,4297500.0,825.0,Lagen,Bovri,Glomma,NO
297,Bagn,4292500.0,4192500.0,2975.0,Drammen,Begna,Drammen,NO
298,Bergheim,4282500.0,4147500.0,4275.0,Drammen,Hallingdalselva,Drammen,NO
299,Dølplass,4342500.0,4342500.0,2125.0,"Glomma, headwaters",Folla,Glomma,NO
301,Eide,4307500.0,4282500.0,7925.0,Lagen,Lagen,Glomma,NO
302,Elverum,4407500.0,4202500.0,15450.0,"Glomma, headwaters",Glomma,Glomma,NO
303,Etna,4302500.0,4207500.0,575.0,Drammen,Etna,Drammen,NO
304,Faukstad,4287500.0,4292500.0,1475.0,Lagen,Sjoa,Glomma,NO
307,Hummelvoll,4377500.0,4367500.0,2450.0,"Glomma, headwaters",Glomma,Glomma,NO
308,Kistefoss,4337500.0,4122500.0,3675.0,Drammen,Randselva,Drammen,NO
309,Knappom,4437500.0,4177500.0,1650.0,"Glomma, headwaters",Flisa,Glomma,NO
310,Lalm,4277500.0,4307500.0,4025.0,Lagen,Otta,Glomma,NO
311,Losna,4337500.0,4242500.0,11200.0,Lagen,Lagen,Glomma,NO
312,Mjøndalen bru,4317500.0,4072500.0,17050.0,Drammen,Drammen,Drammen,NO
314,Norsfoss,4432500.0,4137500.0,18800.0,"Glomma, headwaters",Glomma,Glomma,NO
315,Nye Stai,4377500.0,4267500.0,8925.0,"Glomma, headwaters",Glomma,Glomma,NO
316,Ofossen,4227500.0,4312500.0,1600.0,Lagen,Otta,Glomma,NO
317,Rosten,4292500.0,4302500.0,1825.0,Lagen,Lagen,Glomma,NO
319,Skålfoss,4307500.0,4112500.0,5100.0,Drammen,Snarum,Drammen,NO
320,Skarnes,4412500.0,4127500.0,20375.0,"Glomma, headwaters",Glomma,Glomma,NO
323,Strømstøa,4327500.0,4137500.0,4750.0,Drammen,Adalselva,Drammen,NO
327,Veliko Selo,5222500.0,2437500.0,1050.0,Danube,Mlava,Danube,RS
328,Monte Da Vinha,2842500.0,1917500.0,49825.0,Guadiana,Guadiana,Guadiana,PT
330,Almourol,2742500.0,2012500.0,67500.0,Tagus,Tagus,Tagus,PT
331,Tramagal,2757500.0,2007500.0,62200.0,Tagus,Tagus,Tagus,PT
332,Martina,4352500.0,2637500.0,2025.0,Inn,Inn,Danube,CH
333,Locarno,4222500.0,2557500.0,2850.0,Ticcino,Lago Maggiore,Po,CH
334,Bellinzona,4242500.0,2562500.0,1525.0,Ticcino,Ticino,Po,CH
335,"Bern, Schönau",4132500.0,2647500.0,2975.0,Aare,Aare,Rhine,CH
336,"Brügg, Aegerten",4117500.0,2672500.0,8300.0,Aare,Aare,Rhine,CH
337,Brugg,4182500.0,2707500.0,11550.0,Aare,Aare,Rhine,CH
338,Murgenthal,4157500.0,2687500.0,9950.0,Aare,Aare,Rhine,CH
339,Thun,4137500.0,2632500.0,2650.0,Aare,Aare,Rhine,CH
340,"Untersiggenthal, Stilli",4187500.0,2712500.0,17525.0,Aare,Aare,Rhine,CH
343,Berlingen,4242500.0,2727500.0,11325.0,Rhine,Untersee,Rhine,CH
345,Fürstenau,4277500.0,2622500.0,1550.0,Hinterrhein,Hinterrhein,Rhine,CH
347,"Baden, Limmatpromenade",4192500.0,2707500.0,2425.0,Aare,Limmat,Rhine,CH
348,"Zuerich,Unterhard",4207500.0,2697500.0,2225.0,Aare,Limmat,Rhine,CH
349,"Weesen, Biäsche",4252500.0,2667500.0,1150.0,Rhine,Linth,Rhine,CH
350,"Luzern, Geissmattbrücke",4192500.0,2662500.0,2800.0,Aare,Reuss,Rhine,CH
351,Mellingen,4192500.0,2697500.0,3425.0,Aare,Reuss,Rhine,CH
352,"Mühlau, Hünenberg",4197500.0,2677500.0,3250.0,Aare,Reuss,Rhine,CH
353,"Basel, Rheinhalle",4142500.0,2717500.0,35800.0,Rhine,Rhine,Rhine,CH
354,"Diepoldsau, Rietbrücke",4292500.0,2692500.0,6275.0,Rhine,Rhine,Rhine,CH
355,Domat/Ems,4282500.0,2637500.0,3250.0,Rhine,Rhine,Rhine,CH
356,"Neuhausen, Flurlingerbrücke",4217500.0,2727500.0,11775.0,Rhine,Rhine,Rhine,CH
357,Rekingen,4192500.0,2722500.0,14625.0,Rhine,Rhine,Rhine,CH
358,Rheinfelden (Messstation),4152500.0,2717500.0,34350.0,Rhine,Rhine,Rhine,CH
